delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
744820,94884,23357,13526,23357,9598,4723,186876,1,4.06,7.01,7.85,36883,32955,191599,-9831,-13759,182153
401575,54758,23348,7034,23348,54144,15937,43550,1,2.35,7.78,7.33,30382,77492,59487,-16314,30796,27613
484350,332376,46764,18616,23330,17697,1954,487712,0,7.11,17.85,1.46,65380,41027,489666,-28148,-5633,485758
96752,60238,16458,18848,23268,11641,5090,79727,0,3.66,3.20,1.61,35306,34909,84817,2390,-11627,74637
679326,162446,23246,11537,23246,9766,8042,46730,0,6.99,14.08,4.18,34783,33012,54772,-11709,-13480,38688
515576,33047,51040,30876,23216,30214,33979,217338,0,0.65,1.07,15.60,81916,53430,251317,-20164,6998,183359
870099,90063,23198,14375,23198,12573,9525,181845,0,3.88,6.27,9.66,37573,35771,191370,-8823,-10625,172320
854163,119432,23096,16163,23171,21092,19681,670191,0,5.17,7.39,7.15,39259,44263,689872,-6933,-2079,650510
1138937,100384,23153,12821,23153,11702,2927,128938,0,4.34,7.83,11.35,35974,34855,131865,-10332,-11451,126011
815358,148676,63374,13714,23150,7004,2525,595264,0,2.35,10.84,5.48,77088,30154,597789,-49660,-16146,592739
124858,64418,23138,8941,23138,10979,2495,637606,1,2.78,7.20,1.94,32079,34117,640101,-14197,-12159,635111
670746,79940,23130,47087,23130,41148,12127,211858,0,3.46,1.70,8.39,70217,64278,223985,23957,18018,199731
382583,41127,23104,2799,23104,4246,4764,120772,1,1.78,14.69,9.30,25903,27350,125536,-20305,-18858,116008
2344935,115905,23096,10569,23096,15599,6521,7169,1,5.02,10.97,20.23,33665,38695,13690,-12527,-7497,648
4967,22392,23092,11301,23092,23903,6321,33544,1,0.97,1.98,0.22,34393,46995,39865,-11791,811,27223
1715163,283936,23079,37675,23079,25464,5839,1971,1,12.30,7.54,6.04,60754,48543,7810,14596,2385,-3868
206949,62340,23079,14243,23079,5660,1936,156653,0,2.70,4.38,3.32,37322,28739,158589,-8836,-17419,154717
260578,101744,23058,22091,23058,10569,5676,618126,1,4.41,4.61,2.56,45149,33627,623802,-967,-12489,612450
182142,209101,23040,11857,23040,10158,3667,2811,0,9.08,17.64,0.87,34897,33198,6478,-11183,-12882,-856
32315,64884,23037,10198,23037,6546,579,998,0,2.82,6.36,0.50,33235,29583,1577,-12839,-16491,419
14202,5415,23036,10357,23036,3304,3069,53281,1,0.24,0.52,2.62,33393,26340,56350,-12679,-19732,50212
1730,15033,23026,5136,23026,9269,2721,28074,1,0.65,2.93,0.12,28162,32295,30795,-17890,-13757,25353
174999,23814,7631,15110,22946,8220,932,144038,0,3.12,1.58,7.35,22741,31166,144970,7479,-14726,143106
520757,336025,182160,65157,22945,41830,28321,915075,0,1.84,5.16,1.55,247317,64775,943396,-117003,18885,886754
73639,66245,22945,6867,22945,8621,5076,635389,1,2.89,9.65,1.11,29812,31566,640465,-16078,-14324,630313
108199,68830,12692,17479,22925,21060,15391,243094,0,5.42,3.94,1.57,30171,43985,258485,4787,-1865,227703
746492,86018,22892,9447,22892,2605,4124,91397,0,3.76,9.11,8.68,32339,25497,95521,-13445,-20287,87273
1840511,486857,22861,135053,22861,165272,1989,784995,0,21.30,3.60,3.78,157914,188133,786984,112192,142411,783006
12723,72252,4041,9935,22858,3367,2929,331075,0,17.88,7.27,0.18,13976,26225,334004,5894,-19491,328146
157584,69146,22852,52352,22852,4215,3176,2333,0,3.03,1.32,2.28,75204,27067,5509,29500,-18637,-843
21545,12120,22841,17475,22841,7409,8658,13786,1,0.53,0.69,1.78,40316,30250,22444,-5366,-15432,5128
7181,31085,22824,5360,22824,4498,12048,128165,0,1.36,5.80,0.23,28184,27322,140213,-17464,-18326,116117
772760,195822,22816,8383,22816,10304,9169,673317,1,8.58,23.36,3.95,31199,33120,682486,-14433,-12512,664148
925892,189705,41814,34502,22815,13512,10577,243663,0,4.54,5.50,4.88,76316,36327,254240,-7312,-9303,233086
47894,12787,22809,6114,22809,8441,8872,638227,1,0.56,2.09,3.75,28923,31250,647099,-16695,-14368,629355
1093065,82401,22760,13835,22760,19337,5990,3057,0,3.62,5.96,13.27,36595,42097,9047,-8925,-3423,-2933
95733,97816,22747,34873,22747,6898,7549,2603,0,4.30,2.80,0.98,57620,29645,10152,12126,-15849,-4946
1773593,33107,22740,5386,22740,14327,6363,3457,0,1.46,6.15,53.57,28126,37067,9820,-17354,-8413,-2906
781335,294354,137217,6713,22739,206788,5757,1003031,0,2.15,43.85,2.65,143930,229527,1008788,-130504,184049,997274
593252,165334,22725,5110,22725,5985,7744,631896,1,7.28,32.35,3.59,27835,28710,639640,-17615,-16740,624152
100594,90125,22709,4266,22709,2609,1450,1296,1,3.97,21.13,1.12,26975,25318,2746,-18443,-20100,-154
1953741,106381,83812,55678,22671,25963,24418,74095,0,1.27,1.91,18.37,139490,48634,98513,-28134,3292,49677
321354,22200,22645,1389,22645,8208,2878,1234,0,0.98,15.98,14.48,24034,30853,4112,-21256,-14437,-1644
7443,15918,22626,14674,22626,12636,16361,88344,1,0.70,1.08,0.47,37300,35262,104705,-7952,-9990,71983
57266,16194,22614,10379,22614,14633,8335,3583,0,0.72,1.56,3.54,32993,37247,11918,-12235,-7981,-4752
6081,17655,22608,7498,22608,7254,3475,21106,1,0.78,2.35,0.34,30106,29862,24581,-15110,-15354,17631
797383,217054,22597,36336,22597,15629,8887,5142,0,9.61,5.97,3.67,58933,38226,14029,13739,-6968,-3745
661656,186546,22578,7530,22578,6173,7443,199917,1,8.26,24.77,3.55,30108,28751,207360,-15048,-16405,192474
90560,14217,22575,8681,22575,7084,5037,6059,1,0.63,1.64,6.37,31256,29659,11096,-13894,-15491,1022
129563,33267,22539,15399,22539,2162,2234,1561,1,1.48,2.16,3.89,37938,24701,3795,-7140,-20377,-673
354491,137847,22525,16006,22525,2661,1262,217578,1,6.12,8.61,2.57,38531,25186,218840,-6519,-19864,216316
1564217,117857,18629,21994,22521,14009,1787,349335,0,6.33,5.36,13.27,40623,36530,351122,3365,-8512,347548
1129838,79465,22515,35641,22515,13220,7493,2072,0,3.53,2.23,14.22,58156,35735,9565,13126,-9295,-5421
58627,11681,22511,42386,22511,14295,4657,3166,0,0.52,0.28,5.02,64897,36806,7823,19875,-8216,-1491
223269,29577,22497,17016,22497,9386,1987,3286,1,1.31,1.74,7.55,39513,31883,5273,-5481,-13111,1299
8627,19916,22485,6925,22485,3213,1045,72949,1,0.89,2.88,0.43,29410,25698,73994,-15560,-19272,71904
157028,110860,22426,5006,22426,11326,9679,663933,1,4.94,22.15,1.42,27432,33752,673612,-17420,-11100,654254
1381383,248966,54496,53181,22407,110539,4206,1054209,0,4.57,4.68,5.55,107677,132946,1058415,-1315,88132,1050003
251729,31353,22394,27702,22394,20815,2463,551453,1,1.40,1.13,8.03,50096,43209,553916,5308,-1579,548990
701524,95217,22391,28486,22391,12862,7468,9303,0,4.25,3.34,7.37,50877,35253,16771,6095,-9529,1835
386820,20891,22375,12945,22375,10357,6512,17729,1,0.93,1.61,18.52,35320,32732,24241,-9430,-12018,11217
619370,39134,22313,8988,22313,14776,11410,130049,0,1.75,4.35,15.83,31301,37089,141459,-13325,-7537,118639
271730,107187,22311,29110,22311,12047,8753,4950,0,4.80,3.68,2.54,51421,34358,13703,6799,-10264,-3803
112319,20949,22297,8935,22297,4533,7223,4357,0,0.94,2.34,5.36,31232,26830,11580,-13362,-17764,-2866
42557,3588,22264,34514,22264,7714,4122,1438,0,0.16,0.10,11.86,56778,29978,5560,12250,-14550,-2684
774265,86342,22254,65750,22254,23029,5998,4469,0,3.88,1.31,8.97,88004,45283,10467,43496,775,-1529
1864441,112354,22251,20255,22251,13039,1782,297504,0,5.05,5.55,16.59,42506,35290,299286,-1996,-9212,295722
151154,47535,22248,6966,22248,14726,5252,622569,1,2.14,6.82,3.18,29214,36974,627821,-15282,-7522,617317
1124850,115776,31430,19303,22231,21432,2426,444112,0,3.68,6.00,9.72,50733,43663,446538,-12127,-799,441686
150356,168597,22137,40768,22137,8637,4419,2660,0,7.62,4.14,0.89,62905,30774,7079,18631,-13500,-1759
90106,46058,22135,29267,22135,2868,4832,3354,0,2.08,1.57,1.96,51402,25003,8186,7132,-19267,-1478
461010,128459,22118,20218,22118,8711,11910,17188,0,5.81,6.35,3.59,42336,30829,29098,-1900,-13407,5278
3467615,202796,22110,6215,22110,18032,7561,562864,1,9.17,32.63,17.10,28325,40142,570425,-15895,-4078,555303
68612,40203,22092,14588,22092,9643,2882,2759,0,1.82,2.76,1.71,36680,31735,5641,-7504,-12449,-123
1392098,90851,41816,26861,22082,4110,8091,244505,0,2.17,3.38,15.32,68677,26192,252596,-14955,-17972,236414
105464,238155,129455,67762,22039,28039,8982,64515,0,1.84,3.51,0.44,197217,50078,73497,-61693,6000,55533
1836128,188571,22036,62968,22036,36218,16189,670334,1,8.56,2.99,9.74,85004,58254,686523,40932,14182,654145
49222,26686,22001,3800,22001,3007,921,814,0,1.21,7.02,1.84,25801,25008,1735,-18201,-18994,-107
364533,154053,126350,18399,22000,46922,2373,709822,0,1.22,8.37,2.37,144749,68922,712195,-107951,24922,707449
1409796,141932,35927,158083,21998,292594,27905,946295,0,3.95,0.90,9.93,194010,314592,974200,122156,270596,918390
23291,18784,21995,5155,21995,5273,669,77999,1,0.85,3.64,1.24,27150,27268,78668,-16840,-16722,77330
1622,6086,21991,19103,21991,20672,10581,30028,1,0.28,0.32,0.27,41094,42663,40609,-2888,-1319,19447
94599,18169,21971,2930,21971,4299,1678,1650,0,0.83,6.20,5.21,24901,26270,3328,-19041,-17672,-28
867571,142017,77982,18058,21955,21528,3442,497322,0,1.82,7.86,6.11,96040,43483,500764,-59924,-427,493880
1285746,453557,21931,54465,21931,32709,26495,69025,0,20.68,8.33,2.83,76396,54640,95520,32534,10778,42530
1231580,72207,21882,10883,21882,9179,17910,11605,0,3.30,6.63,17.06,32765,31061,29515,-10999,-12703,-6305
1584839,86294,21875,22584,21875,16829,4359,5059,0,3.94,3.82,18.37,44459,38704,9418,709,-5046,700
594054,539482,30726,129351,21839,24496,38929,221866,0,17.56,4.17,1.10,160077,46335,260795,98625,2657,182937
4208,70015,21834,9951,21834,12865,1240,39365,1,3.21,7.04,0.06,31785,34699,40605,-11883,-8969,38125
26404,26608,21794,44911,21794,7282,2342,2933,1,1.22,0.59,0.99,66705,29076,5275,23117,-14512,591
732418,506089,21794,40410,21794,18558,17074,7453,0,23.22,12.52,1.45,62204,40352,24527,18616,-3236,-9621
19405,164137,21789,14026,21789,10949,1826,22492,1,7.53,11.70,0.12,35815,32738,24318,-7763,-10840,20666
1053580,253644,189087,35769,21778,164341,3117,917630,0,1.34,7.09,4.15,224856,186119,920747,-153318,142563,914513
82898,115286,21777,9709,21777,16070,21086,29391,1,5.29,11.87,0.72,31486,37847,50477,-12068,-5707,8305
108653,85916,21753,7296,21753,9049,4927,1718,0,3.95,11.78,1.26,29049,30802,6645,-14457,-12704,-3209
164173,97966,8361,40850,21752,11682,9492,365569,0,11.72,2.40,1.68,49211,33434,375061,32489,-10070,356077
1350784,19985,21750,1001,21750,4995,3486,30640,1,0.92,19.97,67.59,22751,26745,34126,-20749,-16755,27154
905140,430211,85888,46946,21739,58502,952,901961,0,5.01,9.16,2.10,132834,80241,902913,-38942,36763,901009
389176,109227,21683,35620,21735,18488,4685,196640,0,5.04,3.07,3.56,57303,40223,201325,13937,-3247,191955
798651,272235,21731,38462,21731,23130,7413,5505,0,12.53,7.08,2.93,60193,44861,12918,16731,1399,-1908
33204,22843,21726,29561,21726,7160,4512,2102,0,1.05,0.77,1.45,51287,28886,6614,7835,-14566,-2410
13491,26183,21717,5496,21717,3549,3588,70064,1,1.21,4.76,0.52,27213,25266,73652,-16221,-18168,66476
81281,60837,21607,17776,21607,14756,6058,36090,1,2.82,3.42,1.34,39383,36363,42148,-3831,-6851,30032
584576,42358,21591,39538,21591,15903,12567,5803,0,1.96,1.07,13.80,61129,37494,18370,17947,-5688,-6764
33900,27600,21580,33596,21580,5204,3605,1279,0,1.28,0.82,1.23,55176,26784,4884,12016,-16376,-2326
398990,27108,21572,23736,21572,4796,7294,2661,0,1.26,1.14,14.72,45308,26368,9955,2164,-16776,-4633
25753,49734,34809,44383,21523,29229,17936,159508,0,1.43,1.12,0.52,79192,50752,177444,9574,7706,141572
222010,83768,21502,63154,21502,3055,3964,4186,1,3.90,1.33,2.65,84656,24557,8150,41652,-18447,222
80246,41617,21478,20237,21478,8248,12349,7279,0,1.94,2.06,1.93,41715,29726,19628,-1241,-13230,-5070
1353486,301896,107619,52904,21470,40584,4217,883577,0,2.81,5.71,4.48,160523,62054,887794,-54715,19114,879360
6504,17197,21444,7996,21444,16481,12053,39265,1,0.80,2.15,0.38,29440,37925,51318,-13448,-4963,27212
1074732,79737,21376,34658,21376,13674,3107,1721,1,3.73,2.30,13.48,56034,35050,4828,13282,-7702,-1386
656169,33926,21376,8223,21376,11190,4668,660775,1,1.59,4.13,19.34,29599,32566,665443,-13153,-10186,656107
2395284,709789,56670,56901,21370,29863,4906,468858,0,12.52,12.47,3.37,113571,51233,473764,231,8493,463952
277146,22237,21350,11748,21350,15293,2153,604472,1,1.04,1.89,12.46,33098,36643,606625,-9602,-6057,602319
82483,86863,21287,23372,21287,2919,4084,3795,1,4.08,3.72,0.95,44659,24206,7879,2085,-18368,-289
25398,212776,16832,24287,21277,5784,2182,43116,0,12.64,8.76,0.12,41119,27061,45298,7455,-15493,40934
353312,53702,21274,26434,21274,15562,7334,50859,0,2.52,2.03,6.58,47708,36836,58193,5160,-5712,43525
95479,10676,21263,5809,21263,4543,2385,34065,1,0.50,1.84,8.94,27072,25806,36450,-15454,-16720,31680
863940,72334,21207,6387,21207,13520,12387,562946,1,3.41,11.33,11.94,27594,34727,575333,-14820,-7687,550559
154815,48910,21190,3148,21190,5113,1130,129629,1,2.31,15.54,3.17,24338,26303,130759,-18042,-16077,128499
86992,86660,21186,4296,21186,14260,5664,3394,0,4.09,20.17,1.00,25482,35446,9058,-16890,-6926,-2270
338660,153699,21185,34252,21185,9425,7532,621234,1,7.26,4.49,2.20,55437,30610,628766,13067,-11760,613702
980465,123654,21128,10987,21128,37238,7487,612742,1,5.85,11.25,7.93,32115,58366,620229,-10141,16110,605255
11856,14560,21120,28266,21120,12913,5304,13661,1,0.69,0.52,0.81,49386,34033,18965,7146,-8207,8357
14721,34720,21102,17160,21102,16520,4749,93035,0,1.65,2.02,0.42,38262,37622,97784,-3942,-4582,88286
1303371,47207,21293,24491,21071,18263,2765,470673,0,2.22,1.93,27.61,45784,39334,473438,3198,-2808,467908
51505,8484,21064,13946,21064,17320,8984,106313,0,0.40,0.61,6.07,35010,38384,115297,-7118,-3744,97329
939242,45324,21047,34810,21047,16699,4791,5555,0,2.15,1.30,20.72,55857,37746,10346,13763,-4348,764
104630,75566,21038,28283,21038,12676,5842,116916,0,3.59,2.67,1.38,49321,33714,122758,7245,-8362,111074
128300,21409,20974,8329,20974,968,1567,50317,1,1.02,2.57,5.99,29303,21942,51884,-12645,-20006,48750
473407,62447,20902,6076,20902,5132,1568,3028,0,2.99,10.28,7.58,26978,26034,4596,-14826,-15770,1460
74303,162937,20895,55278,20895,36229,4502,120350,0,7.80,2.95,0.46,76173,57124,124852,34383,15334,115848
527120,214090,25975,10241,20883,14562,6267,199036,0,8.24,20.91,2.46,36216,35445,205303,-15734,-6321,192769
197222,96942,60577,41423,20879,12641,5905,416391,0,1.60,2.34,2.03,102000,33520,422296,-19154,-8238,410486
758109,60639,20867,37918,20867,9705,15238,4869,1,2.91,1.60,12.50,58785,30572,20107,17051,-11162,-10369
273247,59436,20859,2655,20859,7729,1068,1135,0,2.85,22.39,4.60,23514,28588,2203,-18204,-13130,67
63030,49325,20844,13202,20844,13426,8488,65856,0,2.37,3.74,1.28,34046,34270,74344,-7642,-7418,57368
1148349,160354,20829,7399,20829,18636,4456,193595,1,7.70,21.67,7.16,28228,39465,198051,-13430,-2193,189139
1447505,156211,126373,33294,20813,5091,2508,374380,0,1.24,4.69,9.27,159667,25904,376888,-93079,-15722,371872
1153703,28671,20806,9923,20806,7457,3157,21970,0,1.38,2.89,40.24,30729,28263,25127,-10883,-13349,18813
301930,73810,20755,10622,20755,3505,791,517,1,3.56,6.95,4.09,31377,24260,1308,-10133,-17250,-274
8000,27283,20710,19173,20710,12211,16218,85161,1,1.32,1.42,0.29,39883,32921,101379,-1537,-8499,68943
341644,25628,20694,4337,20694,2577,1137,9420,1,1.24,5.91,13.33,25031,23271,10557,-16357,-18117,8283
46456,132042,20690,28508,20690,5534,2059,2856,0,6.38,4.63,0.35,49198,26224,4915,7818,-15156,797
2243736,92716,20673,11744,20673,9783,5182,25425,0,4.48,7.89,24.20,32417,30456,30607,-8929,-10890,20243
906006,41027,20614,12214,20614,3956,3884,148506,1,1.99,3.36,22.08,32828,24570,152390,-8400,-16658,144622
2922,10226,20578,4320,20578,19677,27222,20753,1,0.50,2.37,0.29,24898,40255,47975,-16258,-901,-6469
395509,110162,20572,13104,20572,3893,4535,1868,1,5.35,8.41,3.59,33676,24465,6403,-7468,-16679,-2667
38561,26096,20571,25404,20571,16627,13025,66502,0,1.27,1.03,1.48,45975,37198,79527,4833,-3944,53477
419843,49492,20568,71288,20568,3895,1525,257592,1,2.41,0.69,8.48,91856,24463,259117,50720,-16673,256067
485319,217922,20536,23088,20536,10808,5960,575169,0,10.61,9.44,2.23,43624,31344,581129,2552,-9728,569209
1431204,37660,20531,6288,20531,7564,5225,1759,0,1.83,5.99,38.00,26819,28095,6984,-14243,-12967,-3466
15621,13441,20529,10846,20529,23561,14505,34434,1,0.65,1.24,1.16,31375,44090,48939,-9683,3032,19929
284922,54045,20490,9630,20490,8403,11186,4473,0,2.64,5.61,5.27,30120,28893,15659,-10860,-12087,-6713
55853,14711,20474,6422,20474,6669,5602,706735,1,0.72,2.29,3.80,26896,27143,712337,-14052,-13805,701133
602584,226865,20471,67497,20471,19227,12891,285881,0,11.08,3.36,2.66,87968,39698,298772,47026,-1244,272990
786872,585362,79804,170283,20460,100140,7641,1218719,0,7.33,3.44,1.34,250087,120600,1226360,90479,79680,1211078
1978817,817801,20458,139506,20458,53249,14556,1482853,0,39.97,5.86,2.42,159964,73707,1497409,119048,32791,1468297
243970,126389,28663,24272,20442,26831,4759,217879,0,4.41,5.21,1.93,52935,47273,222638,-4391,6389,213120
317517,46371,20432,44247,20432,5131,3450,2094,0,2.27,1.05,6.85,64679,25563,5544,23815,-15301,-1356
927945,137812,20423,5596,20423,24717,15358,4273,1,6.75,24.63,6.73,26019,45140,19631,-14827,4294,-11085
229398,16583,20413,5215,20413,5747,2148,634944,1,0.81,3.18,13.83,25628,26160,637092,-15198,-14666,632796
965263,117745,20406,40753,20406,17549,3463,310136,0,5.77,2.89,8.20,61159,37955,313599,20347,-2857,306673
11980,27494,20373,22810,20373,23270,8780,75976,1,1.35,1.21,0.44,43183,43643,84756,2437,2897,67196
335913,130592,20347,10142,20347,5444,3782,30944,0,6.42,12.88,2.57,30489,25791,34726,-10205,-14903,27162
438861,27732,20337,3843,20337,8227,7376,647629,1,1.36,7.22,15.83,24180,28564,655005,-16494,-12110,640253
2255569,1221470,20302,64518,20302,26092,26287,505104,0,60.17,18.93,1.85,84820,46394,531391,44216,5790,478817
908297,164599,20281,86633,20281,18976,17504,7069,0,8.12,1.90,5.52,106914,39257,24573,66352,-1305,-10435
228342,41260,20276,35830,20276,6932,3111,1386,0,2.03,1.15,5.53,56106,27208,4497,15554,-13344,-1725
652884,306028,75358,31142,20276,51283,1541,707967,0,4.06,9.83,2.13,106500,71559,709508,-44216,31007,706426
893626,497918,161728,59513,20275,10788,29536,96470,0,3.08,8.37,1.79,221241,31063,126006,-102215,-9487,66934
1859807,909276,433623,87420,20229,196725,8487,2088233,0,2.10,10.40,2.05,521043,216954,2096720,-346203,176496,2079746
185525,95624,20221,16955,20221,5323,1723,145667,1,4.73,5.64,1.94,37176,25544,147390,-3266,-14898,143944
1209108,167386,20213,20767,20213,28776,18929,4639,0,8.28,8.06,7.22,40980,48989,23568,554,8563,-14290
92146,34125,20195,58029,20195,14455,7389,9664,0,1.69,0.59,2.70,78224,34650,17053,37834,-5740,2275
438726,112674,20193,25592,20193,44879,18626,28713,1,5.58,4.40,3.89,45785,65072,47339,5399,24686,10087
761455,121583,20181,431,20181,7995,5738,5706,0,6.02,282.10,6.26,20612,28176,11444,-19750,-12186,-32
39145,28225,20172,39551,20172,9933,5237,4750,0,1.40,0.71,1.39,59723,30105,9987,19379,-10239,-487
2718666,286819,20160,133217,20160,16685,12048,7898,0,14.23,2.15,9.48,153377,36845,19946,113057,-3475,-4150
390794,419205,20158,33512,20158,34975,24574,18752,0,20.80,12.51,0.93,53670,55133,43326,13354,14817,-5822
798026,97659,20155,9582,20155,15872,13145,530041,1,4.85,10.19,8.17,29737,36027,543186,-10573,-4283,516896
853723,152954,20153,81161,20153,36516,32458,12660,0,7.59,1.88,5.58,101314,56669,45118,61008,16363,-19798
214023,101021,20145,23821,20145,11679,8723,52439,0,5.01,4.24,2.12,43966,31824,61162,3676,-8466,43716
764009,97804,10839,11923,20104,9646,4459,95216,0,9.02,8.20,7.81,22762,29750,99675,1084,-10458,90757
772295,396396,53418,37959,20064,58825,1502,465941,0,7.42,10.44,1.95,91377,78889,467443,-15459,38761,464439
1072518,99467,32271,17983,20058,14627,2019,359958,0,3.08,5.53,10.78,50254,34685,361977,-14288,-5431,357939
836471,69192,20044,122704,20044,24068,22254,150818,0,3.45,0.56,12.09,142748,44112,173072,102660,4024,128564
470399,39311,20021,11924,20021,28846,19890,146121,0,1.96,3.30,11.97,31945,48867,166011,-8097,8825,126231
17119,46324,20008,4170,20008,2979,2730,71422,1,2.32,11.11,0.37,24178,22987,74152,-15838,-17029,68692
232359,61346,19987,11345,19987,2484,477,66350,1,3.07,5.41,3.79,31332,22471,66827,-8642,-17503,65873
9311,15842,19970,19012,19970,7532,7601,14194,1,0.79,0.83,0.59,38982,27502,21795,-958,-12438,6593
50864,53660,19955,20654,19955,3388,3122,1636,0,2.69,2.60,0.95,40609,23343,4758,699,-16567,-1486
