delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
465226,32635,6323,15598,6323,7772,1632,234356,1,5.16,2.09,14.26,21921,14095,235988,9275,1449,232724
1174868,91035,6946,9236,6312,6599,2227,52524,0,13.11,9.86,12.91,16182,12911,54751,2290,287,50297
11163,14008,6311,2559,6311,10259,5365,28210,1,2.22,5.47,0.80,8870,16570,33575,-3752,3948,22845
1266215,109230,58898,19462,6307,15174,2941,364772,0,1.85,5.61,11.59,78360,21481,367713,-39436,8867,361831
20682,24191,6294,49599,6294,2542,2840,1644,0,3.84,0.49,0.85,55893,8836,4484,43305,-3752,-1196
381440,98052,6293,26787,6293,6878,9352,6057,1,15.58,3.66,3.89,33080,13171,15409,20494,585,-3295
5587,13707,6291,3816,6291,1693,152,769,1,2.18,3.59,0.41,10107,7984,921,-2475,-4598,617
20625,12572,6286,36384,6286,5555,2852,1624,0,2.00,0.35,1.64,42670,11841,4476,30098,-731,-1228
101019,37453,6278,50263,6278,7130,10645,3829,0,5.97,0.75,2.70,56541,13408,14474,43985,852,-6816
272289,83102,65626,8970,6272,70843,1085,376517,0,1.27,9.26,3.28,74596,77115,377602,-56656,64571,375432
1695,28955,6258,2776,6258,14421,8911,113954,1,4.63,10.43,0.06,9034,20679,122865,-3482,8163,105043
8582,3096,6257,11913,6257,4347,3805,2297,1,0.49,0.26,2.77,18170,10604,6102,5656,-1910,-1508
148878,137102,6244,11658,6244,12835,10429,10657,0,21.96,11.76,1.09,17902,19079,21086,5414,6591,228
98791,7081,6241,6328,6241,6116,751,3138,1,1.13,1.12,13.95,12569,12357,3889,87,-125,2387
473311,64063,1887,3894,6239,2574,967,57252,0,33.95,16.45,7.39,5781,8813,58219,2007,-3665,56285
153249,58571,6239,5075,6239,11429,5599,4357,0,9.39,11.54,2.62,11314,17668,9956,-1164,5190,-1242
19908,16833,6235,4345,6235,1407,580,534,0,2.70,3.87,1.18,10580,7642,1114,-1890,-4828,-46
301163,139766,6228,16804,6228,4965,6825,36392,0,22.44,8.32,2.15,23032,11193,43217,10576,-1263,29567
62061,10390,17674,12241,6208,14190,3900,394924,0,0.59,0.85,5.97,29915,20398,398824,-5433,7982,391024
1556522,278722,24907,13070,6207,113979,3146,990615,0,11.19,21.33,5.58,37977,120186,993761,-11837,107772,987469
88350,65748,3832,11124,6205,4571,1528,69020,0,17.16,5.91,1.34,14956,10776,70548,7292,-1634,67492
499570,140255,1619,10104,6202,15570,712,150355,0,86.63,13.88,3.56,11723,21772,151067,8485,9368,149643
1076132,258604,103177,11046,6202,44107,6318,369330,0,2.51,23.41,4.16,114223,50309,375648,-92131,37905,363012
1029099,249864,6176,15749,6176,13126,13311,121147,0,40.46,15.87,4.12,21925,19302,134458,9573,6950,107836
16244,4809,6174,34982,6174,8390,1763,2665,1,0.78,0.14,3.38,41156,14564,4428,28808,2216,902
231729,290369,33868,3067,6174,3131,3370,233134,0,8.57,94.68,0.80,36935,9305,236504,-30801,-3043,229764
381055,51332,6171,5677,6171,11019,18825,42420,0,8.32,9.04,7.42,11848,17190,61245,-494,4848,23595
482596,139570,6163,13614,6163,5603,4300,249427,1,22.65,10.25,3.46,19777,11766,253727,7451,-560,245127
783311,168088,6144,15428,6144,7261,874,218521,1,27.36,10.89,4.66,21572,13405,219395,9284,1117,217647
50442,13506,6136,30594,6136,3783,4584,1058,1,2.20,0.44,3.73,36730,9919,5642,24458,-2353,-3526
8715,42084,6132,5347,6132,9342,6173,160946,1,6.86,7.87,0.21,11479,15474,167119,-785,3210,154773
78821,26972,6127,4850,6127,724,993,39134,0,4.40,5.56,2.92,10977,6851,40127,-1277,-5403,38141
125283,20140,1395,5767,6110,2090,1096,104171,0,14.44,3.49,6.22,7162,8200,105267,4372,-4020,103075
27402,22172,6105,12417,6105,5729,6250,2716,0,3.63,1.79,1.24,18522,11834,8966,6312,-376,-3534
328227,44507,6102,8480,6102,7689,6637,5118,1,7.29,5.25,7.37,14582,13791,11755,2378,1587,-1519
546966,65548,6098,7190,6098,1029,438,61614,1,10.75,9.12,8.34,13288,7127,62052,1092,-5069,61176
564149,44409,6097,2839,6097,3283,3183,2810,0,7.28,15.64,12.70,8936,9380,5993,-3258,-2814,-373
132206,22445,6093,11888,6093,6335,6815,5822,1,3.68,1.89,5.89,17981,12428,12637,5795,242,-993
30261,41883,6078,12644,6078,7012,3376,87035,1,6.89,3.31,0.72,18722,13090,90411,6566,934,83659
1661556,37435,6072,26434,6072,10617,4250,565231,1,6.17,1.42,44.39,32506,16689,569481,20362,4545,560981
5746,21099,6072,6047,6072,16819,2061,67104,1,3.47,3.49,0.27,12119,22891,69165,-25,10747,65043
474847,18023,6070,33168,6070,2991,2146,31967,1,2.97,0.54,26.35,39238,9061,34113,27098,-3079,29821
1086802,177501,6070,99101,6070,213919,41305,27105,0,29.24,1.79,6.12,105171,219989,68410,93031,207849,-14200
26294,30630,6056,9430,6056,2548,2141,63828,1,5.06,3.25,0.86,15486,8604,65969,3374,-3508,61687
1261492,209320,150077,28020,6052,237887,2451,1059802,0,1.39,7.47,6.03,178097,243939,1062253,-122057,231835,1057351
99533,351340,9050,2237,6044,142928,1847,860099,0,38.82,157.06,0.28,11287,148972,861946,-6813,136884,858252
8756,5064,6042,7097,6042,2232,2077,48634,1,0.84,0.71,1.73,13139,8274,50711,1055,-3810,46557
224799,13405,6599,4790,6039,6385,555,102845,0,2.03,2.80,16.77,11389,12424,103400,-1809,346,102290
221015,28808,6035,6292,6035,5150,1782,23277,0,4.77,4.58,7.67,12327,11185,25059,257,-885,21495
8910,11402,6030,20886,6030,6360,2900,1461,1,1.89,0.55,0.78,26916,12390,4361,14856,330,-1439
59560,6178,6030,9591,6030,2246,639,300,1,1.02,0.64,9.64,15621,8276,939,3561,-3784,-339
100638,42350,35002,7139,6018,26363,16483,315707,0,1.21,5.93,2.38,42141,32381,332190,-27863,20345,299224
1750292,151504,45163,81539,6011,14274,20529,30981,0,3.35,1.86,11.55,126702,20285,51510,36376,8263,10452
17585,26548,6008,12329,6008,8172,15452,21666,1,4.42,2.15,0.66,18337,14180,37118,6321,2164,6214
444903,69104,33135,22417,5999,10188,10164,511966,0,2.09,3.08,6.44,55552,16187,522130,-10718,4189,501802
244785,115146,5999,10956,5999,18772,4733,91175,0,19.19,10.51,2.13,16955,24771,95908,4957,12773,86442
273548,34154,12962,2543,5986,4637,2125,110591,0,2.63,13.43,8.01,15505,10623,112716,-10419,-1349,108466
9584,13169,8359,22739,5986,1960,2926,354089,0,1.58,0.58,0.73,31098,7946,357015,14380,-4026,351163
237866,57268,21165,8385,5978,40898,685,324157,0,2.71,6.83,4.15,29550,46876,324842,-12780,34920,323472
110352,27569,5955,10602,5955,4699,3567,1931,1,4.63,2.60,4.00,16557,10654,5498,4647,-1256,-1636
36231,14843,5948,10094,5948,13825,5453,99044,0,2.50,1.47,2.44,16042,19773,104497,4146,7877,93591
151753,554885,2407,361286,5944,150522,2060,1083558,0,230.53,1.54,0.27,363693,156466,1085618,358879,144578,1081498
44999,12234,5930,5524,5930,16334,5478,22160,1,2.06,2.21,3.68,11454,22264,27638,-406,10404,16682
228293,33375,5930,9756,5930,3998,14952,647475,1,5.63,3.42,6.84,15686,9928,662427,3826,-1932,632523
6045,3731,5929,40885,5929,18338,10895,76074,1,0.63,0.09,1.62,46814,24267,86969,34956,12409,65179
2071617,159185,38228,14591,5927,11360,4349,389770,0,4.16,10.91,13.01,52819,17287,394119,-23637,5433,385421
140880,6547,5920,3708,5920,9970,1903,3518,0,1.11,1.77,21.52,9628,15890,5421,-2212,4050,1615
12220,15437,5908,12790,5908,24336,8529,15368,1,2.61,1.21,0.79,18698,30244,23897,6882,18428,6839
325620,1550512,40832,508297,5906,202623,3485,1325118,0,37.97,3.05,0.21,549129,208529,1328603,467465,196717,1321633
324123,99439,136669,12351,5896,47605,1476,741190,0,0.73,8.05,3.26,149020,53501,742666,-124318,41709,739714
300752,32929,5893,17014,5893,6613,2739,438,0,5.59,1.94,9.13,22907,12506,3177,11121,720,-2301
16472,21752,5855,16714,5855,14015,7876,39171,1,3.72,1.30,0.76,22569,19870,47047,10859,8160,31295
652411,403799,40285,21985,5823,95261,5165,804981,0,10.02,18.37,1.62,62270,101084,810146,-18300,89438,799816
196007,61966,5818,8284,5818,10971,2406,640279,1,10.65,7.48,3.16,14102,16789,642685,2466,5153,637873
49387,11053,5784,3913,5784,3821,4338,4078,0,1.91,2.82,4.47,9697,9605,8416,-1871,-1963,-260
166790,92435,5778,5153,5778,15830,3482,136694,0,16.00,17.94,1.80,10931,21608,140176,-625,10052,133212
594295,185199,46184,4192,5775,88777,1293,733120,0,4.01,44.18,3.21,50376,94552,734413,-41992,83002,731827
108771,14202,9698,6461,5765,3034,1082,131586,0,1.46,2.20,7.66,16159,8799,132668,-3237,-2731,130504
110372,50122,5763,1423,5763,883,409,56245,1,8.70,35.22,2.20,7186,6646,56654,-4340,-4880,55836
422422,75627,33853,8728,5749,71233,2168,879965,0,2.23,8.66,5.59,42581,76982,882133,-25125,65484,877797
368783,215285,5736,19883,5736,5691,1264,218022,1,37.53,10.83,1.71,25619,11427,219286,14147,-45,216758
16358,23144,5734,31975,5734,16901,8306,134514,0,4.04,0.72,0.71,37709,22635,142820,26241,11167,126208
242512,209099,5732,16729,5732,4465,1731,3196,1,36.48,12.50,1.16,22461,10197,4927,10997,-1267,1465
455245,55938,5729,4545,5729,1770,469,49677,1,9.76,12.31,8.14,10274,7499,50146,-1184,-3959,49208
240538,54086,5725,3520,5725,4953,3863,609777,1,9.45,15.37,4.45,9245,10678,613640,-2205,-772,605914
81870,12129,5724,2342,5724,1689,983,30915,1,2.12,5.18,6.75,8066,7413,31898,-3382,-4035,29932
106100,56657,5695,4763,5695,1826,2558,127599,0,9.95,11.90,1.87,10458,7521,130157,-932,-3869,125041
617175,50566,5685,29382,5685,16078,11270,79792,0,8.89,1.72,12.21,35067,21763,91062,23697,10393,68522
130092,83286,5683,9005,5683,7068,11340,629162,1,14.66,9.25,1.56,14688,12751,640502,3322,1385,617822
10392,19489,5665,17349,5665,15728,10118,120892,0,3.44,1.12,0.53,23014,21393,131010,11684,10063,110774
77673,47147,5665,10527,5665,2625,1499,6622,0,8.32,4.48,1.65,16192,8290,8121,4862,-3040,5123
10048,7170,5643,17607,5643,5791,3897,1568,0,1.27,0.41,1.40,23250,11434,5465,11964,148,-2329
133717,80195,5641,19654,5641,2071,6973,5967,1,14.22,4.08,1.67,25295,7712,12940,14013,-3570,-1006
1050410,39239,9202,11769,5639,2642,823,114422,0,4.26,3.33,26.77,20971,8281,115245,2567,-2997,113599
213143,17401,5637,2770,5637,1110,644,328,0,3.09,6.28,12.25,8407,6747,972,-2867,-4527,-316
977659,37771,5636,11296,5636,5663,4680,268653,1,6.70,3.34,25.88,16932,11299,273333,5660,27,263973
351861,102722,5631,17346,5631,2865,1782,1625,1,18.24,5.92,3.43,22977,8496,3407,11715,-2766,-157
15206,17265,5623,11349,5623,10789,6353,15652,1,3.07,1.52,0.88,16972,16412,22005,5726,5166,9299
24101,40623,5617,5692,5617,10960,11049,19245,1,7.23,7.14,0.59,11309,16577,30294,75,5343,8196
97996,20206,5616,3196,5616,982,472,48769,1,3.60,6.32,4.85,8812,6598,49241,-2420,-4634,48297
73734,4931,5608,1574,5608,701,190,41627,1,0.88,3.13,14.95,7182,6309,41817,-4034,-4907,41437
18277,6888,5596,27176,5596,8011,751,2567,1,1.23,0.25,2.65,32772,13607,3318,21580,2415,1816
118641,55948,50832,21386,5588,31002,15290,191242,0,1.10,2.62,2.12,72218,36590,206532,-29446,25414,175952
100834,41487,35390,30560,5588,13048,4965,86931,0,1.17,1.36,2.43,65950,18636,91896,-4830,7460,81966
164757,93582,20428,2411,5563,10449,1149,154865,0,4.58,38.81,1.76,22839,16012,156014,-18017,4886,153716
28234,12793,5559,7067,5559,3696,1417,1184,1,2.30,1.81,2.21,12626,9255,2601,1508,-1863,-233
1536790,13820,5554,7051,5554,2964,1329,145459,1,2.49,1.96,111.20,12605,8518,146788,1497,-2590,144130
7478,15894,32064,10047,5541,11014,3426,315471,0,0.50,1.58,0.47,42111,16555,318897,-22017,5473,312045
876302,139713,41774,35902,5533,20415,3831,228483,0,3.34,3.89,6.27,77676,25948,232314,-5872,14882,224652
166506,224503,5530,3228,5530,11654,3021,8993,1,40.60,69.55,0.74,8758,17184,12014,-2302,6124,5972
113615,23132,5527,6637,5527,4273,4780,1214,0,4.19,3.49,4.91,12164,9800,5994,1110,-1254,-3566
576154,29514,35122,6641,5518,10086,1719,9658,0,0.84,4.44,19.52,41763,15604,11377,-28481,4568,7939
37079,13025,10594,9126,5504,4906,3915,328114,0,1.23,1.43,2.85,19720,10410,332029,-1468,-598,324199
289832,19675,5501,2203,5501,1916,412,64387,1,3.58,8.93,14.73,7704,7417,64799,-3298,-3585,63975
138229,41423,5492,4891,5492,3671,4251,5788,1,7.54,8.47,3.34,10383,9163,10039,-601,-1821,1537
122034,25409,5460,12712,5491,7347,815,114691,0,4.65,2.00,4.80,18172,12838,115506,7252,1856,113876
76468,14106,5487,9361,5487,6940,5039,693220,1,2.57,1.51,5.42,14848,12427,698259,3874,1453,688181
1262845,28883,5486,14203,5486,7048,3012,138556,1,5.26,2.03,43.72,19689,12534,141568,8717,1562,135544
321116,77089,5481,21435,5481,13999,6697,4424,0,14.06,3.60,4.17,26916,19480,11121,15954,8518,-2273
250254,15144,5476,4622,5476,3325,1126,40926,1,2.77,3.28,16.52,10098,8801,42052,-854,-2151,39800
70010,32496,5467,16019,5467,2630,2216,90277,0,5.94,2.03,2.15,21486,8097,92493,10552,-2837,88061
157655,86671,5452,5733,5452,6942,4649,3433,0,15.90,15.12,1.82,11185,12394,8082,281,1490,-1216
789534,85364,12309,21245,5448,19650,6733,122211,0,6.94,4.02,9.25,33554,25098,128944,8936,14202,115478
43837,36956,5442,15229,5442,7974,8858,126486,1,6.79,2.43,1.19,20671,13416,135344,9787,2532,117628
239138,93375,5425,8024,5425,2583,674,639,0,17.21,11.64,2.56,13449,8008,1313,2599,-2842,-35
608478,240911,5419,63333,5419,14820,22989,825894,1,44.46,3.80,2.53,68752,20239,848883,57914,9401,802905
126992,116492,5398,5600,5398,6792,1310,32153,0,21.58,20.80,1.09,10998,12190,33463,202,1394,30843
292530,124155,91718,10875,5395,17339,21161,382152,0,1.35,11.42,2.36,102593,22734,403313,-80843,11944,360991
229738,70976,5393,2863,5393,4088,4887,153832,0,13.16,24.79,3.24,8256,9481,158719,-2530,-1305,148945
426969,219065,95335,32935,5380,55332,2695,534886,0,2.30,6.65,1.95,128270,60712,537581,-62400,49952,532191
2237964,50772,22648,13743,5378,7541,4648,31682,0,2.24,3.69,44.08,36391,12919,36330,-8905,2163,27034
260002,8228,5375,5661,5375,2722,1380,28870,1,1.53,1.45,31.60,11036,8097,30250,286,-2653,27490
67132,18839,5373,4868,5373,9003,5324,626762,1,3.51,3.87,3.56,10241,14376,632086,-505,3630,621438
108185,131678,31938,3515,5370,3944,3744,28993,0,4.12,37.46,0.82,35453,9314,32737,-28423,-1426,25249
196267,42275,22628,17934,5357,3042,2377,79279,0,1.87,2.36,4.64,40562,8399,81656,-4694,-2315,76902
7918,15061,5357,5063,5357,10778,6081,106167,1,2.81,2.97,0.53,10420,16135,112248,-294,5421,100086
17636,13612,5355,6680,5355,3201,5447,35785,1,2.54,2.04,1.30,12035,8556,41232,1325,-2154,30338
101196,9074,5352,4777,5352,4665,3433,22065,0,1.70,1.90,11.15,10129,10017,25498,-575,-687,18632
127064,33854,5345,11778,5345,391,688,38192,0,6.33,2.87,3.75,17123,5736,38880,6433,-4954,37504
19312,22514,5341,3977,5341,13366,5042,21171,1,4.22,5.66,0.86,9318,18707,26213,-1364,8025,16129
1647485,424450,5329,85607,5329,36385,17786,2521,1,79.65,4.96,3.88,90936,41714,20307,80278,31056,-15265
237004,97497,5324,29151,5324,4093,2887,3420,0,18.31,3.34,2.43,34475,9417,6307,23827,-1231,533
453638,61289,5323,3313,5323,2774,1775,1610,0,11.51,18.50,7.40,8636,8097,3385,-2010,-2549,-165
44500,54711,5306,27484,5306,10703,6944,93327,0,10.31,1.99,0.81,32790,16009,100271,22178,5397,86383
1571338,158578,5305,42613,5305,28491,6151,6104,0,29.89,3.72,9.91,47918,33796,12255,37308,23186,-47
1417835,882263,26444,286796,5304,227496,1987,1229208,0,33.36,3.08,1.61,313240,232800,1231195,260352,222192,1227221
75033,9711,5304,1739,5304,12422,6596,16821,1,1.83,5.58,7.73,7043,17726,23417,-3565,7118,10225
668491,315600,134613,17088,5301,97777,2005,760534,0,2.34,18.47,2.12,151701,103078,762539,-117525,92476,758529
254922,57089,5298,6116,5298,1958,731,58792,1,10.78,9.33,4.47,11414,7256,59523,818,-3340,58061
52597,45576,5298,4274,5298,9237,5133,617590,1,8.60,10.66,1.15,9572,14535,622723,-1024,3939,612457
1037851,74089,4267,17965,5296,2285,2808,199013,0,17.36,4.12,14.01,22232,7581,201821,13698,-3011,196205
37030,10650,5284,2777,5284,6779,3488,3310,1,2.02,3.84,3.48,8061,12063,6798,-2507,1495,-178
409046,88662,5277,28100,5277,11567,4080,3206,0,16.80,3.16,4.61,33377,16844,7286,22823,6290,-874
32105,95338,5269,34840,5269,6175,3436,2431,1,18.09,2.74,0.34,40109,11444,5867,29571,906,-1005
133001,17159,5261,5381,5261,4454,1128,50506,1,3.26,3.19,7.75,10642,9715,51634,120,-807,49378
172456,13110,5254,2093,5254,1452,1432,512,0,2.50,6.26,13.15,7347,6706,1944,-3161,-3802,-920
28192,20446,5253,7106,5253,7187,2217,1569,1,3.89,2.88,1.38,12359,12440,3786,1853,1934,-648
207633,29747,5693,7451,5242,22344,310,207291,0,5.23,3.99,6.98,13144,27586,207601,1758,17102,206981
135147,34308,5234,2107,5234,2653,1053,54034,1,6.55,16.28,3.94,7341,7887,55087,-3127,-2581,52981
625130,17072,5232,7192,5232,5183,1393,104850,0,3.26,2.37,36.62,12424,10415,106243,1960,-49,103457
34918,26698,5210,2628,5210,5974,11708,1253,1,5.12,10.16,1.31,7838,11184,12961,-2582,764,-10455
652892,36729,5206,3128,5206,5292,5059,7697,0,7.06,11.74,17.78,8334,10498,12756,-2078,86,2638
22833,44646,5204,22474,5204,14848,3340,14645,1,8.58,1.99,0.51,27678,20052,17985,17270,9644,11305
901890,43852,7734,16339,5203,5509,799,114950,0,5.67,2.68,20.57,24073,10712,115749,8605,306,114151
167443,16118,8391,15878,5201,4657,457,146841,0,1.92,1.02,10.39,24269,9858,147298,7487,-544,146384
771451,180583,5184,3005,5184,10724,18328,602712,1,34.83,60.09,4.27,8189,15908,621040,-2179,5540,584384
714664,231217,25161,24036,5181,21338,11221,87914,0,9.19,9.62,3.09,49197,26519,99135,-1125,16157,76693
317636,116530,5179,12621,5179,8299,3768,163068,1,22.50,9.23,2.73,17800,13478,166836,7442,3120,159300
40755,10506,5176,17129,5176,24284,8453,35820,1,2.03,0.61,3.88,22305,29460,44273,11953,19108,27367
1879225,169062,5175,11173,5175,5861,2764,45215,0,32.67,15.13,11.12,16348,11036,47979,5998,686,42451
195616,99512,5171,10164,5171,1580,1463,74560,0,19.24,9.79,1.97,15335,6751,76023,4993,-3591,73097
298292,42305,5168,7957,5168,6288,10676,743420,1,8.19,5.32,7.05,13125,11456,754096,2789,1120,732744
163534,23816,5167,6702,5167,6073,2302,1728,0,4.61,3.55,6.87,11869,11240,4030,1535,906,-574
292525,43802,5167,8207,5167,1780,937,1018,1,8.48,5.34,6.68,13374,6947,1955,3040,-3387,81
1848126,20833,5159,6926,5159,2231,1397,1172,0,4.04,3.01,88.71,12085,7390,2569,1767,-2928,-225
268189,41869,5159,12301,5159,8001,3438,621857,1,8.12,3.40,6.41,17460,13160,625295,7142,2842,618419
27373,21222,5157,18083,5157,11515,3509,2549,0,4.12,1.17,1.29,23240,16672,6058,12926,6358,-960
256247,11080,5147,6944,5147,5452,3429,13819,0,2.15,1.60,23.13,12091,10599,17248,1797,305,10390
702043,296729,5145,65360,5145,15854,6575,372557,0,57.67,4.54,2.37,70505,20999,379132,60215,10709,365982
39449,41183,5143,12963,5143,19746,13748,115772,0,8.01,3.18,0.96,18106,24889,129520,7820,14603,102024
401077,22220,5141,14258,5141,7035,4531,181382,0,4.32,1.56,18.05,19399,12176,185913,9117,1894,176851
63770,3864,5136,4152,5136,790,1371,1262,1,0.75,0.93,16.50,9288,5926,2633,-984,-4346,-109
35419,33581,5127,4289,5127,1972,4709,3197,1,6.55,7.83,1.05,9416,7099,7906,-838,-3155,-1512
135655,14540,5127,3371,5127,4688,1156,10025,1,2.84,4.31,9.33,8498,9815,11181,-1756,-439,8869
14312,29792,5126,933,5126,12689,3647,674126,1,5.81,31.93,0.48,6059,17815,677773,-4193,7563,670479
2093334,451417,125735,20401,5123,180490,3555,868532,0,3.59,22.13,4.64,146136,185613,872087,-105334,175367,864977
399962,11205,5123,4112,5123,719,280,61893,1,2.19,2.72,35.69,9235,5842,62173,-1011,-4404,61613
22384,10696,25483,6783,5110,4096,3949,336153,0,0.42,1.58,2.09,32266,9206,340102,-18700,-1014,332204
859631,36364,5109,4930,5109,5535,5600,2841,0,7.12,7.38,23.64,10039,10644,8441,-179,426,-2759
263410,96850,5107,8392,5107,18673,5648,64021,0,18.96,11.54,2.72,13499,23780,69669,3285,13566,58373
465239,125721,5097,17704,5097,2561,943,76226,1,24.67,7.10,3.70,22801,7658,77169,12607,-2536,75283
24589,14457,5079,98056,5079,2849,1834,2566,1,2.85,0.15,1.70,103135,7928,4400,92977,-2230,732
180631,95096,6337,6711,5078,4686,607,108174,0,15.01,14.17,1.90,13048,9764,108781,374,-392,107567
311952,521831,8366,245845,5071,237776,2633,1069091,0,62.38,2.12,0.60,254211,242847,1071724,237479,232705,1066458
98912,14047,5065,22374,5065,5579,3123,1608,1,2.77,0.63,7.04,27439,10644,4731,17309,514,-1515
529247,42571,15514,7888,5058,2566,1308,66351,0,2.74,5.40,12.43,23402,7624,67659,-7626,-2492,65043
1165541,74351,5058,5994,5058,6214,2331,180270,1,14.70,12.40,15.68,11052,11272,182601,936,1156,177939
486821,120568,109508,8940,5053,67364,3091,828198,0,1.10,13.49,4.04,118448,72417,831289,-100568,62311,825107
8062,31017,5049,2842,5049,3001,3342,39665,1,6.14,10.91,0.26,7891,8050,43007,-2207,-2048,36323
7513,20178,5045,1584,5045,4637,8311,63310,1,4.00,12.74,0.37,6629,9682,71621,-3461,-408,54999
93589,45802,5044,8122,5044,7650,2550,648582,1,9.08,5.64,2.04,13166,12694,651132,3078,2606,646032
229744,19552,5024,1029,5024,843,433,381,0,3.89,19.00,11.75,6053,5867,814,-3995,-4181,-52
278745,324834,58332,11308,5022,74178,3298,494174,0,5.57,28.73,0.86,69640,79200,497472,-47024,69156,490876
952140,73484,4996,12686,4996,7133,9347,5372,1,14.71,5.79,12.96,17682,12129,14719,7690,2137,-3975
81243,17006,4983,11361,4983,7076,9118,681826,1,3.41,1.50,4.78,16344,12059,690944,6378,2093,672708
14358,11455,4962,24927,4962,8923,2722,2137,0,2.31,0.46,1.25,29889,13885,4859,19965,3961,-585
447721,182526,4962,12378,4962,9585,2751,2992,0,36.78,14.75,2.45,17340,14547,5743,7416,4623,241
103521,2211,4948,5550,4948,3443,966,31971,0,0.45,0.40,46.82,10498,8391,32937,602,-1505,31005
79356,34749,12214,6848,4947,9225,3246,124429,0,2.85,5.07,2.28,19062,14172,127675,-5366,4278,121183
497487,278780,106022,35049,4931,171711,4469,818047,0,2.63,7.95,1.78,141071,176642,822516,-70973,166780,813578
39606,28129,4920,6519,4920,3166,7177,2555,1,5.72,4.31,1.41,11439,8086,9732,1599,-1754,-4622
314290,38283,4914,5424,4914,2498,1707,510,0,7.79,7.06,8.21,10338,7412,2217,510,-2416,-1197
82432,17032,4900,8466,4900,1475,1278,55012,1,3.48,2.01,4.84,13366,6375,56290,3566,-3425,53734
14310,23705,4898,14056,4898,11200,6321,5168,1,4.84,1.69,0.60,18954,16098,11489,9158,6302,-1153
6802,6500,4896,12241,4896,16891,3614,20453,1,1.33,0.53,1.05,17137,21787,24067,7345,11995,16839
62220,15006,4860,2831,4860,2834,2234,1674,1,3.09,5.30,4.15,7691,7694,3908,-2029,-2026,-560
198797,60836,4857,23717,4857,7948,12210,652542,1,12.53,2.57,3.27,28574,12805,664752,18860,3091,640332
383087,28943,4855,2695,4855,2592,929,897,0,5.96,10.74,13.24,7550,7447,1826,-2160,-2263,-32
675706,522115,20566,338876,4847,177440,1339,1004467,0,25.39,1.54,1.29,359442,182287,1005806,318310,172593,1003128
244032,34983,4841,7847,4841,3921,1909,83895,0,7.23,4.46,6.98,12688,8762,85804,3006,-920,81986
167869,73035,4838,6508,4838,1709,2668,177302,1,15.10,11.22,2.30,11346,6547,179970,1670,-3129,174634
110494,18975,4838,5467,4838,2731,1497,155605,1,3.92,3.47,5.82,10305,7569,157102,629,-2107,154108
103138,21490,4828,10355,4828,5769,1732,247910,1,4.45,2.08,4.80,15183,10597,249642,5527,941,246178
11553,16694,4827,12404,4827,22737,16713,601373,1,3.46,1.35,0.69,17231,27564,618086,7577,17910,584660
100835,17701,4821,2271,4821,5046,1970,19867,0,3.67,7.79,5.70,7092,9867,21837,-2550,225,17897
36117,24622,11340,7546,4808,27181,20702,138085,0,2.17,3.26,1.47,18886,31989,158787,-3794,22373,117383
127773,30694,4800,9098,4800,11833,5034,803856,1,6.39,3.37,4.16,13898,16633,808890,4298,7033,798822
213576,9811,4787,14775,4787,1788,1237,1177,1,2.05,0.66,21.77,19562,6575,2414,9988,-2999,-60
166073,32488,4781,5699,4781,7391,8304,4564,1,6.80,5.70,5.11,10480,12172,12868,918,2610,-3740
841772,35611,4779,9143,4779,9222,4081,6019,0,7.45,3.89,23.64,13922,14001,10100,4364,4443,1938
21704,21600,4777,21346,4777,8717,8592,32451,0,4.52,1.01,1.00,26123,13494,41043,16569,3940,23859
146491,56441,4762,9976,4762,4168,3879,2010,0,11.85,5.66,2.60,14738,8930,5889,5214,-594,-1869
274079,51028,4751,6827,4751,1251,297,58209,1,10.74,7.47,5.37,11578,6002,58506,2076,-3500,57912
130193,73656,4747,4507,4747,12643,7353,12951,1,15.52,16.34,1.77,9254,17390,20304,-240,7896,5598
1954,4255,9852,5222,4741,6577,6132,318198,0,0.43,0.81,0.46,15074,11318,324330,-4630,1836,312066
168724,67420,4730,5372,4730,5382,3015,184101,0,14.25,12.55,2.50,10102,10112,187116,642,652,181086
163188,9826,4729,2086,4729,837,594,234,0,2.08,4.71,16.61,6815,5566,828,-2643,-3892,-360
467027,24554,12140,13704,4720,4719,1235,116368,0,2.02,1.79,19.02,25844,9439,117603,1564,-1,115133
515316,10648,2819,9841,4709,1334,5489,45448,0,3.78,1.08,48.40,12660,6043,50937,7022,-3375,39959
93725,16741,4705,25400,4705,4152,1804,4743,1,3.56,0.66,5.60,30105,8857,6547,20695,-553,2939
285232,88227,4705,8562,4705,3415,3063,178823,1,18.75,10.30,3.23,13267,8120,181886,3857,-1290,175760
1121124,101888,4699,24428,4699,7139,5900,2386,0,21.68,4.17,11.00,29127,11838,8286,19729,2440,-3514
240667,51057,4699,1990,4699,1193,756,702,1,10.87,25.66,4.71,6689,5892,1458,-2709,-3506,-54
106570,61320,4697,17944,4697,3244,3906,4644,1,13.06,3.42,1.74,22641,7941,8550,13247,-1453,738
